frame_nmr,vehicle_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
769,103.0,[2313.091590350275 1280.9910524710049 2849.963470859198 1806.6434029045295],[2499 1619 2674 1706],0.5973265767097473,GJ06EPD,0.4680999243547143
771,103.0,[2311.556883610425 1281.6079241228117 2852.9146381216833 1813.2849797410804],[2502 1632 2671 1714],0.610499382019043,GJ06EPD,0.3995416263898648
774,214.0,[1003.2891383290514 1211.8132157827943 1545.9721874397303 1695.7965479418478],[1191 1531 1357 1613],0.6184545755386353,LM15ZZC,0.11653613424465276
775,214.0,[1001.718882070347 1214.2443064521283 1545.9455469327975 1700.9823650418973],[1187 1538 1352 1615],0.6118742227554321,LW15ZZC,0.27069347041015773
776,103.0,[2313.1952112857693 1308.6994312559095 2856.8373488952116 1840.643025749151],[2502 1658 2675 1744],0.6034845113754272,TJ06EPD,0.1552564127829249
776,214.0,[1000.4678059995356 1216.7847333076095 1546.068161886555 1704.989692451212],[1188 1547 1349 1626],0.579480767250061,LU15ZZC,0.24440572461324933
777,214.0,[995.711604842113 1219.794430357898 1543.9892521040692 1710.736359755413],[1189 1552 1344 1630],0.515741229057312,LW15ZZC,0.4820808836571429
778,214.0,[993.7882091261903 1220.4226622803592 1543.4404988388092 1712.5214695398479],[1179 1556 1348 1641],0.5882906913757324,LM15ZZC,0.20066605095257833
779,214.0,[989.9233131153564 1227.686027015083 1541.9221076788417 1718.9816616098603],[1183 1564 1349 1647],0.5134540796279907,LA15ZZC,0.13467808275039506
782,214.0,[977.417867722739 1246.9868783075026 1537.1785853991244 1733.8901433159162],[1166 1570 1333 1654],0.5403395891189575,LN15ZZC,0.41744514360010476
785,103.0,[2315.079421902479 1355.9899064095894 2870.21219274175 1893.1880340258576],[2506 1707 2688 1798],0.6029027700424194,LJ06EFD,0.1937920876857026
787,103.0,[2313.434805671165 1363.3947123467033 2873.7457831145384 1903.5686879724258],[2512 1715 2689 1799],0.5686429142951965,GJ05EPD,0.21603036379679078
789,214.0,[958.7348434556329 1269.6543828632907 1519.0821985437706 1759.8880433642485],[1155 1612 1318 1696],0.5988232493400574,LU15ZZC,0.2928581018623178
791,214.0,[956.0831429789175 1277.5941343306838 1514.8846001133845 1774.8652863144237],[1138 1615 1323 1706],0.5916467905044556,LM15ZZC,0.4603821618615176
794,214.0,[949.7428009702209 1285.9940446473186 1514.530118994368 1798.854915653904],[1135 1626 1310 1710],0.6095165610313416,LN15ZZC,0.3996566467335657
795,214.0,[946.9710939686204 1290.295549362765 1513.1529389641603 1807.658014615592],[1133 1641 1304 1721],0.6231178641319275,LN15ZZC,0.1757807146201234
796,214.0,[941.8366034251419 1292.2893886456527 1509.0046543601468 1812.9442523988546],[1132 1639 1306 1724],0.6205106377601624,LN15ZZC,0.5442123217454186
797,214.0,[939.8374740471468 1296.7492587875156 1509.5739801090945 1816.8148538834655],[1133 1651 1300 1738],0.5861045718193054,LM15ZZC,0.5956022644863326
798,103.0,[2313.928041072756 1412.1870489513472 2888.8284172896765 1976.8143568513974],[2527 1781 2697 1860],0.5737976431846619,GJ06EPL,0.46565153359219746
799,214.0,[938.8088740283243 1302.3621092039962 1511.9775995737587 1825.5618062217536],[1123 1661 1296 1749],0.5978984832763672,LU15ZZC,0.6380769211717898
800,103.0,[2312.7717376413466 1416.81741840196 2889.703163936293 1984.7222288269759],[2531 1788 2707 1879],0.5907345414161682,GJ06EPD,0.37255590008920364
800,214.0,[933.9351257714411 1308.7296791967324 1509.9626979340892 1831.4806483987554],[1117 1662 1297 1752],0.5725120306015015,LA15ZZC,0.1898652651040212
801,214.0,[927.0906936384307 1314.7102263517863 1507.1220722676844 1837.7049208751332],[1112 1666 1286 1754],0.5903424620628357,LH15ZZC,0.22006943363937514
803,214.0,[921.9318420192234 1325.1263189922518 1505.0829710134553 1844.5701728165038],[1114 1678 1283 1761],0.6481534242630005,LW15ZZC,0.30031958906855877
804,214.0,[918.610377327607 1329.5299698334602 1504.3543481767908 1848.1722504139289],[1107 1686 1279 1772],0.64236980676651,LM15ZZC,0.46452570287561334
805,214.0,[916.3110068180097 1332.6843617090744 1503.944365299709 1851.0195541058388],[1111 1692 1277 1774],0.596714973449707,LM15ZZC,0.14368192056231996
806,214.0,[907.4570798203567 1337.3251072101282 1499.4954170279157 1856.8498472281233],[1101 1700 1274 1786],0.5904250741004944,LM15ZZC,0.3140384330245113
807,214.0,[902.2776452810928 1343.0316609237043 1497.807751847272 1863.9672585967933],[1100 1707 1274 1796],0.6081411838531494,LM15ZZC,0.2207386134104289
808,214.0,[898.0032347191261 1349.4789823082992 1496.370292903873 1872.5356553801757],[1096 1708 1270 1797],0.6101357936859131,LN15ZZC,0.4701245506080506
809,214.0,[891.5569577933911 1355.7247250435444 1492.3237283232747 1882.77718165537],[1087 1709 1274 1801],0.5805007815361023,LU15ZZC,0.244926021131037
810,214.0,[885.5077522791569 1361.9147010588802 1488.032207764362 1892.9623686454245],[1080 1711 1271 1805],0.6247844099998474,LU15ZZC,0.42945655198446575
810,103.0,[2310.9383727430572 1471.5752160628404 2904.5906365033675 2047.2880817035898],[2519 1851 2719 1944],0.6158995032310486,GJ06EPD,0.46795125920285663
811,214.0,[882.9692633249498 1363.8090845274683 1486.8325815177586 1900.1994178113487],[1081 1713 1269 1806],0.629128098487854,LM15ZZC,0.42462595071730924
812,214.0,[876.1050037167411 1367.6045682024296 1480.0636766732578 1907.349060228938],[1080 1726 1259 1810],0.6414269208908081,LM15ZZC,0.5273004324410141
812,103.0,[2312.665911241294 1480.159515251706 2906.880881940268 2059.3739375834207],[2531 1862 2722 1948],0.6244964003562927,GJ05EPD,0.37042106354483095
813,214.0,[869.0984489415334 1371.9339967795863 1472.298985350775 1914.65629586158],[1074 1734 1256 1820],0.604587733745575,LM15ZZC,0.4926867989333105
817,214.0,[859.4113025716772 1387.2834595347072 1471.499802555454 1941.651734486702],[1063 1754 1251 1848],0.5913041234016418,LU15ZZC,0.22003453380088242
818,214.0,[855.8199911773819 1392.0054480124459 1471.228559148597 1947.942030536627],[1062 1758 1246 1850],0.597398579120636,LM15ZZC,0.18532543303477841
820,214.0,[849.9486182933313 1399.4483208326287 1469.3777664609518 1964.8939935549947],[1053 1763 1241 1858],0.6176803708076477,LN15ZZC,0.922001691300612
821,214.0,[845.6869256043594 1405.676751039041 1467.0419241256384 1974.0526144691944],[1052 1776 1235 1869],0.6373504400253296,LN15ZZC,0.1670460087859528
822,103.0,[2315.5609875049695 1530.2300388561189 2928.8591282820817 2135.621118664988],[2536 1931 2738 2025],0.6098032593727112,AG30GEP,0.2216132306523368
823,214.0,[834.0549995972422 1424.308082593282 1459.3554141423454 1996.8594482816466],[1049 1793 1227 1884],0.6181217432022095,LN15ZZC,0.5257055924753976
824,324.0,[2293.4467764207307 1167.4657752347152 2852.102444196267 1601.3084077356616],[2502 1466 2648 1541],0.49739497900009155,DA03CLI,0.1610597341426048
825,214.0,[824.9248177587837 1435.0601482804684 1457.385132306937 2014.1981484672376],[1034 1807 1225 1898],0.6108440160751343,LN15ZZC,0.2567346558102909
826,214.0,[823.7945003113086 1437.7321527037548 1458.195038803256 2018.5674117307353],[1031 1805 1227 1899],0.6253513693809509,LN15ZZC,0.40428114099623763
827,214.0,[821.1697783239875 1441.1282459685422 1456.9680621524844 2022.6442410681761],[1025 1809 1222 1903],0.6455672383308411,LN15ZZC,0.21441943331412125
828,214.0,[817.1417036268292 1446.1884788582108 1454.4864894033706 2026.5437255319578],[1023 1820 1214 1915],0.6481988430023193,LN15ZZC,0.36172685012885575
829,214.0,[814.8613569850563 1448.6856852724286 1452.5118949751723 2029.0126471676945],[1022 1825 1212 1915],0.6311526298522949,LM15ZZC,0.44485723219474316
831,214.0,[806.9804956879723 1460.5251143668438 1448.039490546247 2042.5954285955568],[1013 1844 1205 1937],0.6266512870788574,LM15ZZC,0.4753122621041451
832,214.0,[802.7874665838513 1463.725120848294 1443.1292480196166 2045.2864247958046],[1010 1853 1202 1945],0.6123385429382324,LM15ZZC,0.4170003657468386
833,214.0,[797.7269450338222 1468.0081944967772 1441.652920860317 2050.052995406766],[1001 1851 1199 1947],0.6007787585258484,LM15ZZC,0.9183587131958247
834,214.0,[789.337650654989 1471.9741276309826 1438.609736922394 2054.3888014971044],[1001 1856 1191 1949],0.636622428894043,LN15ZZC,0.5892987258732973
835,214.0,[784.1884020632049 1475.2014938952054 1435.7001532968231 2055.92098207467],[997 1861 1192 1954],0.6269538998603821,LN15ZZC,0.6251745438732642
836,214.0,[782.7110378184868 1485.1305297403007 1436.9404590696256 2063.7840641636317],[997 1870 1185 1965],0.6339370608329773,LN15ZZC,0.7338248681073697
837,214.0,[781.2080974292749 1493.4842155883312 1436.5994652510503 2072.2929542558954],[991 1882 1184 1976],0.6496666073799133,LM15ZZC,0.742192476791154
838,214.0,[776.9077628618011 1495.9811878231494 1434.5122865351086 2075.1845932922834],[982 1888 1181 1983],0.6569220423698425,LM15ZZC,0.6158158825086644
839,214.0,[770.9616565055876 1500.1508070379912 1431.0342958982842 2081.8401155709817],[974 1898 1178 1992],0.6437868475914001,LM15ZZC,0.4229337591951784
840,214.0,[766.1857368283738 1509.8434421411425 1429.810339806603 2097.4527877346018],[973 1897 1180 1996],0.6336219906806946,LM15ZZC,0.6900014077598363
841,103.0,[2326.0419788201802 1640.104733167564 2974.5936346936173 2164.0445242385226],[2551 2068 2760 2160],0.6457697153091431,QJ06EPD,0.14787281227349386
841,214.0,[761.1857246996695 1516.4850546620435 1428.1576510410414 2107.88226777246],[974 1899 1177 1997],0.6409702301025391,LM15ZZC,0.6376694418477893
842,214.0,[758.5332593600483 1522.8982735647746 1426.5223104555994 2115.383932045531],[972 1907 1173 2005],0.6451526880264282,LM15ZZC,0.5260569499827111
843,214.0,[755.7509588441383 1530.5306213634108 1421.9954947900476 2122.417306136518],[968 1917 1169 2016],0.6529108881950378,LN15ZZC,0.6418089357068836
844,214.0,[750.8272244778541 1534.9049986419202 1417.1560849465095 2125.8061759957527],[968 1923 1164 2017],0.6428632140159607,LN15ZZC,0.4848981582003306
845,214.0,[744.0927352865474 1538.6007861849116 1409.9380838182205 2129.8685172296896],[962 1935 1161 2028],0.6600589752197266,LN15ZZC,0.6054560721282383
846,214.0,[739.1425381133361 1542.999190276866 1406.5440933837879 2134.5466643164814],[952 1943 1159 2037],0.6332662105560303,LN15ZZC,0.5803437251741705
847,214.0,[737.5164890788196 1550.1993625578682 1408.4989287503827 2138.893893238417],[953 1947 1158 2042],0.6154411435127258,LN15ZZC,0.32027786303531885
848,214.0,[734.7863709197687 1554.5330015441111 1407.007045082863 2139.214971233398],[948 1949 1152 2044],0.6469216346740723,LN15ZZC,0.3142598743242998
850,214.0,[736.258426553266 1560.5970174721106 1405.69853755547 2130.4734210719403],[944 1964 1144 2061],0.6222043633460999,LN15ZZC,0.3618728010020594
851,214.0,[726.295187714066 1567.4665217807892 1394.294461303512 2135.146134253273],[941 1978 1140 2072],0.6493830680847168,LN15ZZC,0.2945251483821884
853,214.0,[715.4551700700104 1578.52138713652 1382.7250955990207 2140.5557196900118],[931 1990 1139 2087],0.6166563034057617,LN15ZZC,0.48997999634304645
855,214.0,[712.1551491611395 1583.8411263894716 1379.5358373066847 2142.0474233735877],[924 2001 1134 2099],0.6708929538726807,LN15ZZC,0.3676365302054464
856,214.0,[708.4084585608873 1585.244843194517 1375.9366879815072 2142.1976150173487],[922 2009 1132 2111],0.6672630310058594,LN15ZZC,0.5880343797855008
857,214.0,[699.9527704791535 1588.1888294940964 1373.3341780742116 2144.813883470318],[917 2022 1129 2120],0.6570775508880615,LN15ZZC,0.6178614677422529
858,214.0,[696.0883834056525 1590.8353592763995 1371.2674485745215 2146.6497322617306],[914 2036 1122 2133],0.6736598014831543,LN15ZZC,0.6160811637135628
859,214.0,[693.5013535004304 1592.6061435837273 1370.5282304236816 2146.9999349531245],[912 2043 1120 2135],0.6532284617424011,LN15ZZC,0.3070606122154235
861,214.0,[695.512989338002 1619.850865223853 1369.8364842858207 2153.388203505316],[904 2052 1112 2145],0.6723061800003052,LN15ZZC,0.36004676123938245
862,214.0,[692.6238835246553 1628.557476032223 1367.3432567170526 2155.904496987596],[899 2059 1112 2154],0.6624025702476501,LM15ZZC,0.44172923781170664
865,214.0,[687.7565655723681 1647.5093437653854 1364.458098356242 2163.0329504076617],[883 2092 1102 2160],0.625817596912384,LN157ZC,0.10923984271889654
867,351.0,[2173.2082414314673 877.7562075632775 2663.4955871432385 1396.1204293772828],[2361 1254 2485 1322],0.59637051820755,EV06VVS,0.15674312130495063
869,351.0,[2169.9202841374595 877.2369407608245 2663.767464820777 1402.563934004098],[2352 1261 2489 1334],0.631028950214386,EV06VUS,0.3368890364370451
870,351.0,[2169.2787082165783 876.5226060543132 2665.3815877459488 1405.0653911233258],[2361 1264 2491 1338],0.6129793524742126,EV06YDS,0.363748091880507
871,351.0,[2169.382048509816 876.7429306106372 2666.288732143368 1407.3306208401582],[2356 1265 2491 1337],0.6290545463562012,EV06VOS,0.11251523806570368
872,351.0,[2167.811168858223 874.9733850856028 2666.9237187866865 1405.9816231186533],[2368 1271 2493 1346],0.42793047428131104,EV06VDS,0.1585516935492826
874,351.0,[2168.4790430731164 878.308012862464 2668.6855280791215 1414.8731077567757],[2361 1278 2493 1356],0.5264321565628052,EY03VUS,0.04769949384512823
880,351.0,[2166.0679535619165 888.0945080015128 2678.0667404739524 1435.453907203654],[2357 1289 2492 1365],0.5320616364479065,EY06YRS,0.028938633489487667
882,351.0,[2164.999285031794 893.0422663332974 2681.301161385304 1444.328149213909],[2360 1295 2492 1370],0.5822441577911377,EY06YOS,0.07195146519775607
885,351.0,[2158.5946299475027 897.6974275042421 2682.0549674687554 1460.8683781468317],[2361 1310 2500 1382],0.6338416934013367,EY06VOS,0.18790287812465126
886,351.0,[2156.2520832987993 894.6835820366688 2683.356127713275 1462.1503384497205],[2353 1310 2495 1384],0.6105239987373352,EY05VVS,0.10315546070119401
887,351.0,[2147.0526100396073 816.5399683441979 2683.6697083533927 1432.379172470844],[2353 1312 2497 1386],0.6402801275253296,EY05VVS,0.44700141782423114
889,351.0,[2140.9759709773643 745.1984928478897 2688.896715770604 1436.0403062071186],[2355 1318 2494 1393],0.5495120286941528,EY06VVS,0.15574424161159586
891,351.0,[2134.1848243656877 712.2203380693991 2688.4377512320725 1454.1923425403638],[2361 1324 2493 1403],0.5671059489250183,EX06VOS,0.10861253156351347
897,427.0,[2146.1051846718415 921.0610079022554 2694.7830452757985 1503.6460396817324],[2344 1340 2495 1418],0.5570521354675293,EV05VVS,0.07539522035727596
906,427.0,[2127.251827949617 768.6563836187474 2700.1403543161587 1498.6114385508108],[2344 1373 2496 1459],0.6181075572967529,EV06WOG,0.12233156691100984
913,427.0,[2124.627599468713 747.5184316506679 2690.4654725922646 1555.7856058440743],[2343 1396 2493 1473],0.606486439704895,EY06VWS,0.09933149993682276
919,427.0,[2123.209766559579 775.8238150488435 2689.1750343612334 1593.6094046071423],[2330 1423 2491 1502],0.5979458689689636,EV06YOS,0.08971404769443042
922,427.0,[2119.939753333204 722.9488633159917 2688.609954771153 1598.2528497561157],[2324 1431 2489 1510],0.5927276611328125,EY06VOS,0.3054002857254934
924,447.0,[2122.571381777384 959.3297858870271 2700.561521023649 1614.7080603262364],[2329 1444 2489 1522],0.5996708273887634,EY06VVS,0.42356454455796694
927,447.0,[2118.9775420106753 964.8697834393552 2699.151326109848 1632.6973952978447],[2329 1456 2486 1534],0.5886669158935547,EY06VDS,0.1437758754585979
934,447.0,[2117.1067906696835 998.8226189659606 2688.109886338688 1671.8856397598645],[2320 1477 2481 1558],0.5704615116119385,EY06VOS,0.13939198217372992
938,447.0,[2115.084688025399 990.2800091240481 2690.89943174696 1689.0890966410245],[2317 1501 2489 1582],0.6329792141914368,EY06TUS,0.0127885454880459
944,447.0,[2108.6053671678796 1012.1989081049217 2698.1435272169606 1715.3785068399682],[2317 1527 2483 1607],0.5710353255271912,EV06VOS,0.23234669403777597
945,447.0,[2107.5812916796935 1025.213303682079 2697.8256162529055 1726.6272358613285],[2314 1526 2482 1611],0.6239674091339111,EV06VOS,0.15202297025498626
946,447.0,[2106.9716468953543 1032.4686298269082 2697.2924802966813 1729.6311451635145],[2320 1531 2480 1610],0.5987959504127502,EY06VUS,0.21026756704787006
949,447.0,[2104.9069595320925 1031.7245765356508 2702.2282796734717 1734.7266331890444],[2325 1550 2484 1627],0.5793614387512207,EY06VIS,0.17525061762880448
953,447.0,[2101.696058472325 1062.4339443941249 2703.1675228615036 1766.9696901180146],[2319 1572 2487 1652],0.5545251369476318,EY06VDS,0.42305887964529193
961,447.0,[2096.662430884771 1079.2098899386128 2707.5946001641328 1801.6933383119172],[2313 1605 2491 1691],0.655906617641449,EY06VUS,0.229088319546785
962,447.0,[2096.8779977351305 1080.4421258129935 2709.7414081524266 1808.640475028016],[2315 1613 2492 1695],0.6192843914031982,EV06VMS,0.4294409018216333
988,447.0,[2093.737130635911 1156.1279249422805 2753.795597798695 1967.0067068937674],[2331 1756 2527 1849],0.6132598519325256,EY06VUS,0.316587581088297
992,447.0,[2098.486610726625 1160.686228673926 2770.064355919117 2002.1708608870626],[2346 1786 2535 1877],0.627091109752655,EY05WVS,0.12432325024299867
996,447.0,[2102.336819396731 1161.869656486807 2784.026057280048 2030.3759756820505],[2356 1810 2546 1900],0.6447426080703735,EY06WOS,0.13078149818536064
997,447.0,[2102.8045081567384 1163.5997806610042 2787.1076325470017 2039.9538987513763],[2355 1818 2547 1907],0.6766578555107117,EY06VVS,0.30913547724663865
998,447.0,[2104.620006384396 1170.6068512684517 2791.099818856179 2054.5865315761475],[2354 1826 2551 1918],0.703376293182373,EY06VOS,0.1257285143868017
1004,447.0,[2110.2682809884463 1185.741160385061 2811.471927199922 2090.1195482200746],[2366 1866 2565 1957],0.6989584565162659,EY06VDS,0.17459492339991328
1018,447.0,[2127.8406777495857 1223.4798924158197 2840.711228941298 2144.541432031154],[2398 1969 2605 2067],0.7053998112678528,EY06VMS,0.13065379167286525
1385,679.0,[2242.2907599561913 1317.2341588743252 2818.286559233664 1887.225084034354],[2461 1722 2641 1808],0.6072085499763489,LP14LJA,0.4209697425500284
1392,679.0,[2254.7285834013664 1345.1039190670426 2852.6357263043874 1940.2744271154243],[2469 1759 2666 1849],0.6049945950508118,LP14LJA,0.3102199090312012
1394,679.0,[2257.3156770610353 1348.1052409801357 2856.195424103071 1948.6600027187762],[2475 1760 2673 1852],0.6306412220001221,LP14LJA,0.7123867903910606
1406,679.0,[2274.285286785306 1393.435724214705 2894.364606872782 2005.6008627204208],[2504 1825 2698 1919],0.6670960187911987,LP14LJA,0.1955805013456867
1407,679.0,[2275.174617199906 1400.9185506158233 2896.633888900133 2010.037175583319],[2506 1835 2702 1924],0.642525851726532,LP13LJA,0.3713647198577659
1410,679.0,[2278.4015798652717 1414.0793123875294 2903.11954412004 2024.101399663465],[2513 1852 2713 1944],0.6203922033309937,LP14LJA,0.3982223412417127
1411,679.0,[2278.537603345812 1417.4790959949755 2904.766512516939 2029.4532374802438],[2514 1850 2715 1943],0.632135272026062,LP14LJA,0.29389904278423223
1412,679.0,[2277.0436604783226 1419.4189005334717 2905.4964237398617 2034.4723001737796],[2515 1854 2717 1946],0.660572350025177,LP14LJA,0.5225650840710674
1413,679.0,[2278.651930433173 1422.1773518639661 2910.656108833119 2040.6060005492059],[2515 1857 2716 1952],0.682790994644165,LP14LJA,0.4655608626599009
1416,679.0,[2281.909165664786 1437.5765215411172 2920.5206209616226 2057.2802167184336],[2525 1879 2722 1973],0.6477928757667542,LP14LJA,0.5082867057558194
1417,679.0,[2283.366375284598 1439.642260083816 2924.0839326182895 2059.7839892049988],[2527 1881 2727 1975],0.6538441777229309,LP14LJA,0.5125518403012257
1421,679.0,[2285.972602043254 1459.2812264657186 2923.5390420849903 2079.7825315514747],[2532 1902 2734 1994],0.6385208368301392,LP14LJA,0.22727873606995647
1422,679.0,[2286.2095316131176 1467.1092045257947 2925.3343999446893 2089.438470166317],[2533 1905 2737 1997],0.6742799878120422,LP14LJA,0.2879970997111448
1427,679.0,[2285.902591306848 1487.4384416763169 2941.998435914582 2125.8789537132902],[2545 1936 2753 2034],0.6624665260314941,LP14LJA,0.5534584461599317
1442,679.0,[2323.550188774379 1547.752803804037 2994.075632499786 2159.479080015062],[2574 2021 2787 2125],0.669105052947998,LP14LJA,0.3088647078165574
1449,679.0,[2338.5175009695977 1584.663039205902 3018.1273203698747 2161.430411333893],[2591 2071 2803 2160],0.6615316867828369,LP14LJA,0.39625490330893076
1590,855.0,[1080.0205170498966 986.1240717508206 1565.179519237467 1466.5422117204073],[1253 1306 1384 1372],0.4757194221019745,CE61WIL,0.6385826689899443
1600,855.0,[1059.3692428455277 1005.8341721814778 1562.2487496171323 1499.9527197270431],[1240 1336 1382 1411],0.42939648032188416,CE61LYL,0.24181197652314237
1603,855.0,[1055.0319290649138 1007.692301549044 1564.2216859601274 1508.5344106414834],[1227 1347 1365 1418],0.42319002747535706,CE61LYL,0.23840431101248558
1604,855.0,[1054.2171950535223 1012.7362030330657 1564.129649968587 1514.9215276015764],[1239 1358 1369 1422],0.47625288367271423,CE51LYL,0.23655998853545418
1605,855.0,[1055.302610962317 1019.4584986852715 1564.073989153926 1521.5046205843782],[1236 1358 1371 1429],0.48005732893943787,CE51UYL,0.3739340369407161
1609,855.0,[1051.0828737581355 1033.1816065297232 1561.853835284015 1533.6459670852867],[1224 1372 1375 1449],0.4304795563220978,CE51CYL,0.28080852979200027
1616,855.0,[1032.717967205801 1061.3012289506776 1552.9592751829928 1575.3202844680484],[1213 1398 1359 1469],0.49116051197052,CE61WYL,0.42847279699922713
1617,855.0,[1030.0378359973456 1064.769641797785 1550.9514961476793 1579.5123567540086],[1209 1399 1352 1471],0.5818066596984863,CE51WYL,0.17619143502569687
1623,855.0,[1009.4117377858377 1055.01510881008 1540.7827975468692 1591.6060489920876],[1205 1422 1341 1501],0.5142074227333069,CE61CYL,0.2145126025726024
1625,855.0,[1010.6807052837133 1071.417464271514 1544.9097377430644 1605.7457416529817],[1198 1426 1339 1504],0.4341997504234314,CE61CYL,0.10648392152177043
1628,855.0,[1006.6743720107451 1078.5262469376248 1546.1562386512182 1615.9377337253636],[1198 1437 1334 1514],0.5443927049636841,CE61MYL,0.625432877574677
1629,855.0,[1007.4861697697155 1086.1416153070716 1545.9537572502645 1623.370452188916],[1187 1445 1342 1520],0.44645950198173523,CE61NYL,0.3029823688364276
1640,855.0,[976.4117794698334 1114.3554878066957 1532.5539713777005 1674.3109587410677],[1171 1481 1330 1560],0.4884498119354248,CE61MYL,0.406106574339999
1641,855.0,[973.5065992646587 1116.6027861485313 1532.934064188656 1680.6988912737402],[1173 1486 1337 1564],0.5263711214065552,CE61MYL,0.4724651391427187
1642,855.0,[970.8643377132204 1121.8422792560054 1530.162181576095 1686.985852068979],[1165 1493 1334 1567],0.510942816734314,CE61WYL,0.6365103485539141
1644,855.0,[963.078747631874 1134.5515920568293 1528.5242975847998 1698.039822351747],[1174 1502 1330 1574],0.4890212416648865,CE61MYL,0.39584631470818665
1647,855.0,[951.8077521622596 1151.4733364157162 1525.2834471177998 1710.938128187155],[1156 1518 1325 1600],0.5098017454147339,CE61UYL,0.5723224582970374
1651,855.0,[945.7003290674402 1159.52411659019 1523.400408952914 1722.0748919932446],[1153 1528 1316 1609],0.5708155632019043,CE51WYL,0.45652760600511816
1653,855.0,[951.0327763903028 1156.7478806053327 1524.73019872861 1723.72107959191],[1157 1542 1315 1618],0.5721110105514526,CE61NYL,0.4433968498643174
1655,855.0,[952.3707070899211 1163.1358407796088 1524.9096032097393 1735.8941979197753],[1152 1550 1320 1626],0.5055717825889587,CE61MYL,0.20616528954955524
1656,855.0,[951.4238253342696 1167.2701759038466 1523.7731445401319 1741.9326941394158],[1151 1554 1311 1629],0.4647214114665985,CE61WYL,0.11010022019116911
1657,855.0,[950.6612355772892 1170.2705533362057 1523.1481849605952 1747.1392349033001],[1153 1557 1315 1634],0.4830159842967987,CE61NYL,0.5683574055989765
1660,855.0,[948.2404370205842 1188.4454930516454 1519.0091566595165 1770.754818162054],[1140 1570 1303 1647],0.44412142038345337,CE61LYL,0.6873911506690128
1661,855.0,[947.7127540173113 1194.3655971732949 1518.725901808678 1776.2430541612846],[1134 1570 1299 1649],0.4516942799091339,CE51MYL,0.20350036160453638
1664,855.0,[945.2476844380387 1207.1818579824967 1516.141461322565 1788.9596359646898],[1139 1599 1300 1669],0.5438557267189026,CE51JYL,0.1532160480912973
1665,855.0,[943.1545393647743 1209.760943658338 1514.7737193823828 1790.6742439177],[1136 1602 1293 1674],0.48672589659690857,CE61UYL,0.22730443859309693
1667,855.0,[939.3836964281343 1218.4928420857711 1514.5782808712445 1810.4283643558917],[1130 1605 1283 1682],0.5354190468788147,CE61CYL,0.27100154462865705
1668,855.0,[937.7076868535765 1219.8937465727424 1513.6692926749047 1816.9334205903099],[1131 1610 1284 1689],0.5455897450447083,CE61MYL,0.6460819976621882
1669,855.0,[935.6144544197116 1219.3349672821346 1512.8843337867836 1818.2281120832304],[1121 1617 1292 1696],0.47670769691467285,CE61MYL,0.2229815792686146
1670,855.0,[928.3111391888069 1221.7164811329353 1508.7118599930982 1821.7099486006155],[1120 1616 1288 1696],0.4902890920639038,CE61WYL,0.2746922438476541
1671,855.0,[925.5831680049563 1226.6858696940335 1507.1615480002702 1827.179935814359],[1117 1619 1291 1702],0.5411717295646667,CE61MYL,0.4423270329690294
1673,855.0,[922.5162439152201 1232.460979779444 1504.7037464556602 1835.0480590424056],[1106 1629 1286 1710],0.5581439733505249,CE61MYL,0.238187761849664
1674,855.0,[921.9234981720253 1240.537609342814 1504.7763311017259 1841.2427806010492],[1111 1642 1282 1722],0.6053868532180786,CE61TYL,0.07309201812905403
1675,855.0,[921.7188234043012 1242.1136421606077 1504.2241134236558 1840.8910742653086],[1105 1648 1285 1723],0.495796799659729,CE61CYL,0.4349156733007449
1676,855.0,[918.5052775421502 1244.7810390300585 1502.6664432371456 1842.9834619153773],[1106 1650 1279 1729],0.5364877581596375,CE61WYL,0.25447870916321935
1677,855.0,[918.6246666517294 1250.8917476760457 1503.4341993013254 1847.5622239961658],[1107 1655 1281 1736],0.48413142561912537,CE61LYL,0.3127301204151917
1684,855.0,[892.9521843054658 1284.8835044531831 1485.8066134324213 1889.5046533619263],[1098 1690 1275 1771],0.6055555939674377,CE61CYL,0.4782987441913577
1687,855.0,[872.085602712377 1296.9317542858555 1476.4217580011887 1904.348477149588],[1083 1702 1258 1782],0.5236990451812744,CE61NYL,0.40471308132561984
1688,855.0,[867.0064849251294 1298.959032192089 1477.212664916463 1909.2794886506729],[1085 1707 1267 1789],0.5557658672332764,CE61LYL,0.31086350334300916
1692,855.0,[859.9695058320223 1306.291666263473 1472.9720860274174 1928.1846836711848],[1064 1728 1251 1812],0.6376526951789856,CE61LYL,0.5566314321803959
1695,855.0,[857.0076663874937 1312.4745716116872 1471.4139562910445 1944.3224483062272],[1062 1736 1253 1834],0.5721139907836914,CE61CYL,0.4388535796560734
1696,855.0,[856.0357747564336 1316.3622689183915 1469.4360691438078 1947.9200880338838],[1061 1744 1251 1837],0.5492972731590271,CE61WYL,0.17173987089906187
1700,855.0,[848.5655638780802 1337.179042069922 1469.7587446838882 1988.3626840260697],[1052 1760 1242 1848],0.5139819979667664,CE61WYL,0.2990291440117133
1701,855.0,[847.7796517686135 1342.5858085235243 1470.5475545600916 1995.9244247510712],[1055 1769 1242 1857],0.5672482252120972,CE61CYL,0.22426513176972723
